url,favs_lognorm
https://habrahabr.ru/post/314080/,0.43146005791625236
https://habrahabr.ru/company/plesk/blog/313732/,-0.9881722755509166
https://habrahabr.ru/company/etagi/blog/314000/,0.45613380580532564
https://habrahabr.ru/company/knopka/blog/314030/,0.4836192753304948
https://geektimes.ru/company/audiomania/blog/282058/,1.0330198447149732
https://habrahabr.ru/company/pechkin/blog/314066/,0.005060434576673878
https://habrahabr.ru/company/first/blog/314106/,0.4945287876198554
https://habrahabr.ru/company/vasexperts/blog/313558/,0.08740369961356093
https://habrahabr.ru/post/314108/,1.175327405405272
https://habrahabr.ru/company/cbs/blog/313830/,0.17843612417157903
https://habrahabr.ru/company/jugru/blog/313908/,0.04745138363514645
https://habrahabr.ru/post/314110/,0.16786775458358447
https://habrahabr.ru/company/pt/blog/314112/,0.033362023710509614
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.29746175553142545
https://habrahabr.ru/post/314114/,0.646559273829239
https://habrahabr.ru/post/314118/,1.359089680524053
https://habrahabr.ru/post/314122/,0.46889030710730656
https://geektimes.ru/company/dadget/blog/281786/,0.0901260873270191
https://habrahabr.ru/company/kickidler/blog/314042/,-0.32358694286664563
https://habrahabr.ru/company/it-grad/blog/312042/,-0.16529230048670124
https://habrahabr.ru/company/1cloud/blog/314022/,-0.059877313704285506
https://habrahabr.ru/post/314126/,-0.40240904867514443
https://habrahabr.ru/post/313966/,0.4919318416353395
https://habrahabr.ru/company/piter/blog/314120/,0.3684528799982592
https://geektimes.ru/post/282094/,-0.054228736579102044
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.4887102827059852
https://habrahabr.ru/company/ru_mts/blog/314134/,0.3987430386388897
https://habrahabr.ru/post/314028/,0.6775061778384964
https://habrahabr.ru/post/314136/,-0.042427463503345086
https://habrahabr.ru/post/313904/,0.36639721651350976
https://habrahabr.ru/post/314140/,0.5306770345052095
https://habrahabr.ru/company/acronis/blog/309688/,0.07570483202294703
https://geektimes.ru/post/282096/,-0.39265696429878166
https://habrahabr.ru/post/314142/,-0.1654698463878858
https://habrahabr.ru/company/ivideon/blog/314138/,0.0046410660925040315
https://geektimes.ru/post/282104/,0.360725843218796
https://geektimes.ru/post/282102/,-0.2433620507887801
https://geektimes.ru/post/282016/,-0.04722924592693567
https://geektimes.ru/company/piter/blog/282106/,0.36545445188228237
https://habrahabr.ru/post/314150/,0.36670373302943815
